"device_id","timestamp","kpa"
"e6a7010702000016","2022-11-13 09:41:48.000","40.38163"
"e6a7010702000013","2022-11-13 09:41:48.000","289.15176"
"e6a7010702000003","2022-11-13 09:41:48.000","1927.2925"
"e6a7010702000008","2022-11-13 09:41:07.000","552.8698"
"e6a7010702000007","2022-11-13 09:41:29.000","751.0988"
"e6a7010702000002","2022-11-13 09:41:40.000","180.31885"
"e6a7010702000010","2022-11-13 09:41:24.000","69.86459"
"e6a7010702000001","2022-11-13 09:41:46.000","15.803518"
"e6a7010702000009","2022-11-13 09:39:56.000","18.911808"
"e6a7010702000005","2022-11-13 09:41:37.000","624.2754"
"e6a7010702000012","2022-11-13 09:41:44.000","-10.753343"
"e6a7010702000020","2022-11-13 09:40:37.000","105.2164"
"e6a7010702000019","2022-11-13 09:40:21.000","4.719873"
"e6a7010702000011","2022-11-13 09:40:57.000","722.5935"
"e6a7010702000017","2022-11-13 09:41:07.000","407.66785"
"e6a7010702000015","2022-11-13 09:41:05.000","378.6775"
"e6a7010702000014","2022-11-13 09:41:15.000","403.2866"
"e6a7010702000018","2022-11-13 09:41:36.000","10.137696"
"e6a7010702000006","2022-11-13 09:41:48.000","50.315742"
"e6a7010702000004","2022-11-13 09:41:36.000","12.467776"
